SottoTitolo2,StottoTitolo3
Periodo riferimento: 2024,Macro categoria: coltivazioni - Categoria: olii e grassi vegetali - Gruppo: olii di oliva di pressione - Prodotto: tutti

Piazza_Comune,Mese,SettimanaPerMese,Prodotto,UdMKey6,PrezzoMedioPerUdM14,Textbox6,Varieta,UdMKey7,PrezzoMedioPerUdM15,Textbox9,Varieta1,UdMKey8,PrezzoMedioPerUdM16,Textbox7
BRINDISI,dic,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","8,76",-,€/kg,"9,40","8,76",,,,
BRINDISI,dic,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","8,76",-,€/kg,"9,40","8,76",,,,
BRINDISI,dic,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","8,76",-,€/kg,"9,40","8,76",,,,
BRINDISI,dic,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","8,76",-,€/kg,"9,40","8,76",,,,
BRINDISI,gen,I, Olio Lampante Di Oliva franco azienda,€/kg,"7,22","5,80",-,€/kg,"7,22","5,80",,,,
BRINDISI,gen,II, Olio Lampante Di Oliva franco azienda,€/kg,"7,40","5,80",-,€/kg,"7,40","5,80",,,,
BRINDISI,gen,III, Olio Lampante Di Oliva franco azienda,€/kg,"7,40","5,80",-,€/kg,"7,40","5,80",,,,
BRINDISI,gen,IV, Olio Lampante Di Oliva franco azienda,€/kg,"7,20","5,80",-,€/kg,"7,20","5,80",,,,
BRINDISI,feb,I, Olio Lampante Di Oliva franco azienda,€/kg,"7,20","5,80",-,€/kg,"7,20","5,80",,,,
BRINDISI,feb,II, Olio Lampante Di Oliva franco azienda,€/kg,"7,10","5,80",-,€/kg,"7,10","5,80",,,,
BRINDISI,feb,III, Olio Lampante Di Oliva franco azienda,€/kg,"7,10","5,80",-,€/kg,"7,10","5,80",,,,
BRINDISI,feb,IV, Olio Lampante Di Oliva franco azienda,€/kg,"7,10","5,80",-,€/kg,"7,10","5,80",,,,
BRINDISI,feb,V, Olio Lampante Di Oliva franco azienda,€/kg,"7,10","5,80",-,€/kg,"7,10","5,80",,,,
BRINDISI,mar,I, Olio Lampante Di Oliva franco azienda,€/kg,"7,10","5,80",-,€/kg,"7,10","5,80",,,,
BRINDISI,mar,II, Olio Lampante Di Oliva franco azienda,€/kg,"7,10","5,80",-,€/kg,"7,10","5,80",,,,
BRINDISI,mar,III, Olio Lampante Di Oliva franco azienda,€/kg,"6,80","5,80",-,€/kg,"6,80","5,80",,,,
BRINDISI,mar,IV, Olio Lampante Di Oliva franco azienda,€/kg,"6,80","5,80",-,€/kg,"6,80","5,80",,,,
BRINDISI,apr,I, Olio Lampante Di Oliva franco azienda,€/kg,"6,60","5,80",-,€/kg,"6,60","5,80",,,,
BRINDISI,apr,II, Olio Lampante Di Oliva franco azienda,€/kg,"6,70","5,80",-,€/kg,"6,70","5,80",,,,
BRINDISI,apr,III, Olio Lampante Di Oliva franco azienda,€/kg,"6,40","5,80",-,€/kg,"6,40","5,80",,,,
BRINDISI,apr,IV, Olio Lampante Di Oliva franco azienda,€/kg,"6,30","5,80",-,€/kg,"6,30","5,80",,,,
BRINDISI,mag,I, Olio Lampante Di Oliva franco azienda,€/kg,"6,20","5,80",-,€/kg,"6,20","5,80",,,,
BRINDISI,mag,II, Olio Lampante Di Oliva franco azienda,€/kg,"6,20","5,80",-,€/kg,"6,20","5,80",,,,
BRINDISI,mag,III, Olio Lampante Di Oliva franco azienda,€/kg,"6,20","5,80",-,€/kg,"6,20","5,80",,,,
BRINDISI,mag,IV, Olio Lampante Di Oliva franco azienda,€/kg,"6,20","5,80",-,€/kg,"6,20","5,80",,,,
BRINDISI,mag,V, Olio Lampante Di Oliva franco azienda,€/kg,"6,20","5,80",-,€/kg,"6,20","5,80",,,,
BRINDISI,giu,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,80","5,80",-,€/kg,"5,80","5,80",,,,
BRINDISI,giu,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,80","5,80",-,€/kg,"5,80","5,80",,,,
BRINDISI,giu,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,80","5,80",-,€/kg,"5,80","5,80",,,,
BRINDISI,giu,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,80","5,80",-,€/kg,"5,80","5,80",,,,
BRINDISI,lug,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,80","5,80",-,€/kg,"5,80","5,80",,,,
BRINDISI,lug,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,80","5,80",-,€/kg,"5,80","5,80",,,,
BRINDISI,lug,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,50","5,80",-,€/kg,"5,50","5,80",,,,
BRINDISI,lug,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,50","5,80",-,€/kg,"5,50","5,80",,,,
BRINDISI,ago,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,50","5,80",-,€/kg,"5,50","5,80",,,,
BRINDISI,ago,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,50","5,80",-,€/kg,"5,50","5,80",,,,
BRINDISI,ago,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,50","5,80",-,€/kg,"5,50","5,80",,,,
BRINDISI,ago,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,50","5,80",-,€/kg,"5,50","5,80",,,,
BRINDISI,ago,V, Olio Lampante Di Oliva franco azienda,€/kg,"5,50","5,80",-,€/kg,"5,50","5,80",,,,
BRINDISI,set,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,30","5,80",-,€/kg,"5,30","5,80",,,,
BRINDISI,set,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,30","5,80",-,€/kg,"5,30","5,80",,,,
BRINDISI,set,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,30","5,80",-,€/kg,"5,30","5,80",,,,
BRINDISI,set,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,30","5,80",-,€/kg,"5,30","5,80",,,,
BRINDISI,ott,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,30","5,80",-,€/kg,"5,30","5,80",,,,
BRINDISI,ott,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,30","5,80",-,€/kg,"5,30","5,80",,,,
BRINDISI,ott,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,30","5,80",-,€/kg,"5,30","5,80",,,,
BRINDISI,ott,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,30","5,80",-,€/kg,"5,30","5,80",,,,
BRINDISI,ott,V, Olio Lampante Di Oliva franco azienda,€/kg,"5,20","5,80",-,€/kg,"5,20","5,80",,,,
BRINDISI,nov,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,20","5,80",-,€/kg,"5,20","5,80",,,,
BRINDISI,nov,II, Olio Lampante Di Oliva franco azienda,€/kg,"4,00","5,80",-,€/kg,"4,00","5,80",,,,
BRINDISI,nov,III, Olio Lampante Di Oliva franco azienda,€/kg,"4,00","5,80",-,€/kg,"4,00","5,80",,,,
BRINDISI,nov,IV, Olio Lampante Di Oliva franco azienda,€/kg,"4,00","5,80",-,€/kg,"4,00","5,80",,,,
BRINDISI,dic,I, Olio Lampante Di Oliva franco azienda,€/kg,"4,00","5,80",-,€/kg,"4,00","5,80",,,,
BRINDISI,dic,II, Olio Lampante Di Oliva franco azienda,€/kg,"3,50","5,80",-,€/kg,"3,50","5,80",,,,
BRINDISI,dic,III, Olio Lampante Di Oliva franco azienda,€/kg,"3,50","5,80",-,€/kg,"3,50","5,80",,,,
BRINDISI,dic,IV, Olio Lampante Di Oliva franco azienda,€/kg,"3,00","5,80",-,€/kg,"3,00","5,80",,,,
BRINDISI,gen,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,50","7,18",-,€/kg,"8,50","7,18",,,,
BRINDISI,gen,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,70","7,18",-,€/kg,"8,70","7,18",,,,
BRINDISI,gen,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,70","7,18",-,€/kg,"8,70","7,18",,,,
BRINDISI,gen,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,70","7,18",-,€/kg,"8,70","7,18",,,,
BRINDISI,feb,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,70","7,18",-,€/kg,"8,70","7,18",,,,
BRINDISI,feb,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,70","7,18",-,€/kg,"8,70","7,18",,,,
BRINDISI,feb,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,70","7,18",-,€/kg,"8,70","7,18",,,,
BRINDISI,feb,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,70","7,18",-,€/kg,"8,70","7,18",,,,
BRINDISI,feb,V, Olio Vergine Di Oliva franco azienda,€/kg,"8,70","7,18",-,€/kg,"8,70","7,18",,,,
BRINDISI,mar,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,70","7,18",-,€/kg,"8,70","7,18",,,,
BRINDISI,mar,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,70","7,18",-,€/kg,"8,70","7,18",,,,
BRINDISI,mar,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,30","7,18",-,€/kg,"8,30","7,18",,,,
BRINDISI,mar,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,30","7,18",-,€/kg,"8,30","7,18",,,,
BRINDISI,apr,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,00","7,18",-,€/kg,"8,00","7,18",,,,
BRINDISI,apr,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,00","7,18",-,€/kg,"8,00","7,18",,,,
BRINDISI,apr,III, Olio Vergine Di Oliva franco azienda,€/kg,"7,90","7,18",-,€/kg,"7,90","7,18",,,,
BRINDISI,apr,IV, Olio Vergine Di Oliva franco azienda,€/kg,"7,80","7,18",-,€/kg,"7,80","7,18",,,,
BRINDISI,mag,I, Olio Vergine Di Oliva franco azienda,€/kg,"7,80","7,18",-,€/kg,"7,80","7,18",,,,
BRINDISI,mag,II, Olio Vergine Di Oliva franco azienda,€/kg,"7,80","7,18",-,€/kg,"7,80","7,18",,,,
BRINDISI,mag,III, Olio Vergine Di Oliva franco azienda,€/kg,"7,80","7,18",-,€/kg,"7,80","7,18",,,,
BRINDISI,mag,IV, Olio Vergine Di Oliva franco azienda,€/kg,"7,80","7,18",-,€/kg,"7,80","7,18",,,,
BRINDISI,mag,V, Olio Vergine Di Oliva franco azienda,€/kg,"7,80","7,18",-,€/kg,"7,80","7,18",,,,
BRINDISI,giu,I, Olio Vergine Di Oliva franco azienda,€/kg,"7,50","7,18",-,€/kg,"7,50","7,18",,,,
BRINDISI,giu,II, Olio Vergine Di Oliva franco azienda,€/kg,"7,50","7,18",-,€/kg,"7,50","7,18",,,,
BRINDISI,giu,III, Olio Vergine Di Oliva franco azienda,€/kg,"7,50","7,18",-,€/kg,"7,50","7,18",,,,
BRINDISI,giu,IV, Olio Vergine Di Oliva franco azienda,€/kg,"7,50","7,18",-,€/kg,"7,50","7,18",,,,
BRINDISI,lug,I, Olio Vergine Di Oliva franco azienda,€/kg,"7,50","7,18",-,€/kg,"7,50","7,18",,,,
BRINDISI,lug,II, Olio Vergine Di Oliva franco azienda,€/kg,"7,50","7,18",-,€/kg,"7,50","7,18",,,,
BRINDISI,lug,III, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,lug,IV, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,ago,I, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,ago,II, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,ago,III, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,ago,IV, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,ago,V, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,set,I, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,set,II, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,set,III, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,set,IV, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,ott,I, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,ott,II, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,ott,III, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,ott,IV, Olio Vergine Di Oliva franco azienda,€/kg,"7,20","7,18",-,€/kg,"7,20","7,18",,,,
BRINDISI,ott,V, Olio Vergine Di Oliva franco azienda,€/kg,"7,20","7,18",-,€/kg,"7,20","7,18",,,,
BRINDISI,nov,I, Olio Vergine Di Oliva franco azienda,€/kg,"7,20","7,18",-,€/kg,"7,20","7,18",,,,
BRINDISI,nov,II, Olio Vergine Di Oliva franco azienda,€/kg,"5,00","7,18",-,€/kg,"5,00","7,18",,,,
BRINDISI,nov,III, Olio Vergine Di Oliva franco azienda,€/kg,"5,00","7,18",-,€/kg,"5,00","7,18",,,,
BRINDISI,nov,IV, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,dic,I, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,dic,II, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,dic,III, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
BRINDISI,dic,IV, Olio Vergine Di Oliva franco azienda,€/kg,"6,00","7,18",-,€/kg,"6,00","7,18",,,,
CATANIA-ENNA-MESSINA,gen,I, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,85","12,37",,,,
CATANIA-ENNA-MESSINA,gen,II, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,85","12,37",,,,
CATANIA-ENNA-MESSINA,gen,III, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,85","12,37",,,,
CATANIA-ENNA-MESSINA,gen,IV, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,95","12,37",,,,
CATANIA-ENNA-MESSINA,feb,I, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,95","12,37",,,,
CATANIA-ENNA-MESSINA,feb,II, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,95","12,37",,,,
CATANIA-ENNA-MESSINA,feb,III, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,95","12,37",,,,
CATANIA-ENNA-MESSINA,feb,IV, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,95","12,37",,,,
CATANIA-ENNA-MESSINA,feb,V, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,95","12,37",,,,
CATANIA-ENNA-MESSINA,mar,I, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,85","12,37",,,,
CATANIA-ENNA-MESSINA,mar,II, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,80","12,37",,,,
CATANIA-ENNA-MESSINA,mar,III, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,80","12,37",,,,
CATANIA-ENNA-MESSINA,mar,IV, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,80","12,37",,,,
CATANIA-ENNA-MESSINA,apr,I, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,80","12,37",,,,
CATANIA-ENNA-MESSINA,apr,II, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,75","12,37",,,,
CATANIA-ENNA-MESSINA,apr,III, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,70","12,37",,,,
CATANIA-ENNA-MESSINA,apr,IV, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,70","12,37",,,,
CATANIA-ENNA-MESSINA,mag,I, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,70","12,37",,,,
CATANIA-ENNA-MESSINA,mag,II, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,70","12,37",,,,
CATANIA-ENNA-MESSINA,mag,III, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,85","12,37",,,,
CATANIA-ENNA-MESSINA,mag,IV, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,85","12,37",,,,
CATANIA-ENNA-MESSINA,mag,V, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,85","12,37",,,,
CATANIA-ENNA-MESSINA,giu,I, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,85","12,37",,,,
CATANIA-ENNA-MESSINA,giu,II, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,90","12,37",,,,
CATANIA-ENNA-MESSINA,giu,III, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,90","12,37",,,,
CATANIA-ENNA-MESSINA,giu,IV, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,90","12,37",,,,
CATANIA-ENNA-MESSINA,lug,I, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,90","12,37",,,,
CATANIA-ENNA-MESSINA,lug,II, Olio Dop franco azienda,,,,Monte Etna,€/kg,"11,90","12,37",,,,
CATANIA-ENNA-MESSINA,lug,III, Olio Dop franco azienda,,,,Monte Etna,€/kg,"12,70","12,37",,,,
CATANIA-ENNA-MESSINA,lug,IV, Olio Dop franco azienda,,,,Monte Etna,€/kg,"12,70","12,37",,,,
CATANIA-ENNA-MESSINA,ago,I, Olio Dop franco azienda,,,,Monte Etna,€/kg,"12,70","12,37",,,,
CATANIA-ENNA-MESSINA,ago,II, Olio Dop franco azienda,,,,Monte Etna,€/kg,"12,70","12,37",,,,
CATANIA-ENNA-MESSINA,ago,III, Olio Dop franco azienda,,,,Monte Etna,€/kg,"12,70","12,37",,,,
CATANIA-ENNA-MESSINA,ago,IV, Olio Dop franco azienda,,,,Monte Etna,€/kg,"12,70","12,37",,,,
CATANIA-ENNA-MESSINA,ago,V, Olio Dop franco azienda,,,,Monte Etna,€/kg,"12,80","12,37",,,,
CATANIA-ENNA-MESSINA,set,I, Olio Dop franco azienda,,,,Monte Etna,€/kg,"12,80","12,37",,,,
CATANIA-ENNA-MESSINA,set,II, Olio Dop franco azienda,,,,Monte Etna,€/kg,"12,80","12,37",,,,
CATANIA-ENNA-MESSINA,set,III, Olio Dop franco azienda,,,,Monte Etna,€/kg,"12,85","12,37",,,,
CATANIA-ENNA-MESSINA,set,IV, Olio Dop franco azienda,,,,Monte Etna,€/kg,"12,85","12,37",,,,
CATANIA-ENNA-MESSINA,ott,I, Olio Dop franco azienda,,,,Monte Etna,€/kg,"12,85","12,37",,,,
CATANIA-ENNA-MESSINA,ott,II, Olio Dop franco azienda,,,,Monte Etna,€/kg,"12,90","12,37",,,,
CATANIA-ENNA-MESSINA,ott,III, Olio Dop franco azienda,,,,Monte Etna,€/kg,"12,90","12,37",,,,
CATANIA-ENNA-MESSINA,ott,IV, Olio Dop franco azienda,,,,Monte Etna,€/kg,"12,90","12,37",,,,
CATANIA-ENNA-MESSINA,ott,V, Olio Dop franco azienda,,,,Monte Etna,€/kg,"12,95","12,37",,,,
CATANIA-ENNA-MESSINA,nov,I, Olio Dop franco azienda,,,,Monte Etna,€/kg,"13,30","12,37",,,,
CATANIA-ENNA-MESSINA,nov,II, Olio Dop franco azienda,,,,Monte Etna,€/kg,"13,30","12,37",,,,
CATANIA-ENNA-MESSINA,nov,III, Olio Dop franco azienda,,,,Monte Etna,€/kg,"13,30","12,37",,,,
CATANIA-ENNA-MESSINA,nov,IV, Olio Dop franco azienda,,,,Monte Etna,€/kg,"13,30","12,37",,,,
CATANIA-ENNA-MESSINA,dic,I, Olio Dop franco azienda,,,,Monte Etna,€/kg,"13,30","12,37",,,,
CATANIA-ENNA-MESSINA,dic,II, Olio Dop franco azienda,,,,Monte Etna,€/kg,"13,30","12,37",,,,
CATANIA-ENNA-MESSINA,dic,III, Olio Dop franco azienda,,,,Monte Etna,€/kg,"13,40","12,37",,,,
CATANIA-ENNA-MESSINA,dic,IV, Olio Dop franco azienda,,,,Monte Etna,€/kg,"13,40","12,37",,,,
CATANZARO,gen,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,29",-,€/kg,"9,05","9,29",,,,
CATANZARO,gen,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,60","9,29",-,€/kg,"9,60","9,29",,,,
CATANZARO,gen,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,75","9,29",-,€/kg,"9,75","9,29",,,,
CATANZARO,gen,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,75","9,29",-,€/kg,"9,75","9,29",,,,
CATANZARO,feb,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,75","9,29",-,€/kg,"9,75","9,29",,,,
CATANZARO,feb,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,70","9,29",-,€/kg,"9,70","9,29",,,,
CATANZARO,feb,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,70","9,29",-,€/kg,"9,70","9,29",,,,
CATANZARO,feb,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,70","9,29",-,€/kg,"9,70","9,29",,,,
CATANZARO,feb,V, Olio Extravergine Di Oliva franco azienda,€/kg,"9,70","9,29",-,€/kg,"9,70","9,29",,,,
CATANZARO,mar,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,70","9,29",-,€/kg,"9,70","9,29",,,,
CATANZARO,mar,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,70","9,29",-,€/kg,"9,70","9,29",,,,
CATANZARO,mar,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,70","9,29",-,€/kg,"9,70","9,29",,,,
CATANZARO,mar,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,70","9,29",-,€/kg,"9,70","9,29",,,,
CATANZARO,apr,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,50","9,29",-,€/kg,"9,50","9,29",,,,
CATANZARO,apr,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,50","9,29",-,€/kg,"9,50","9,29",,,,
CATANZARO,apr,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,
CATANZARO,apr,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,
CATANZARO,mag,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,
CATANZARO,mag,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,
CATANZARO,mag,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,
CATANZARO,mag,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,
CATANZARO,mag,V, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,
CATANZARO,giu,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,
CATANZARO,giu,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,
CATANZARO,giu,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,
CATANZARO,giu,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,30","9,29",-,€/kg,"9,30","9,29",,,,
CATANZARO,lug,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,30","9,29",-,€/kg,"9,30","9,29",,,,
CATANZARO,lug,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,30","9,29",-,€/kg,"9,30","9,29",,,,
CATANZARO,lug,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,30","9,29",-,€/kg,"9,30","9,29",,,,
CATANZARO,lug,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,30","9,29",-,€/kg,"9,30","9,29",,,,
CATANZARO,ago,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,30","9,29",-,€/kg,"9,30","9,29",,,,
CATANZARO,ago,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,
CATANZARO,ago,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,
CATANZARO,ago,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,
CATANZARO,ago,V, Olio Extravergine Di Oliva franco azienda,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,
CATANZARO,set,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,
CATANZARO,set,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,
CATANZARO,set,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,
CATANZARO,set,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,
CATANZARO,ott,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,
CATANZARO,ott,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,
CATANZARO,ott,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,
CATANZARO,ott,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,
CATANZARO,ott,V, Olio Extravergine Di Oliva franco azienda,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,
CATANZARO,nov,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,
CATANZARO,nov,II, Olio Extravergine Di Oliva franco azienda,€/kg,"8,78","9,29",-,€/kg,"8,78","9,29",,,,
CATANZARO,nov,III, Olio Extravergine Di Oliva franco azienda,€/kg,"8,20","9,29",-,€/kg,"8,20","9,29",,,,
CATANZARO,nov,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"8,45","9,29",-,€/kg,"8,45","9,29",,,,
CATANZARO,dic,I, Olio Extravergine Di Oliva franco azienda,€/kg,"8,95","9,29",-,€/kg,"8,95","9,29",,,,
CATANZARO,dic,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,00","9,29",-,€/kg,"9,00","9,29",,,,
CATANZARO,dic,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,00","9,29",-,€/kg,"9,00","9,29",,,,
CATANZARO,dic,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,29",-,€/kg,"9,05","9,29",,,,
CATANZARO,gen,I, Olio Lampante Di Oliva franco azienda,€/kg,"6,25","5,62",-,€/kg,"6,25","5,62",,,,
