SottoTitolo2,SottoTitolo3
Periodo riferimento: 2024,Macro categoria: coltivazioni - Categoria: olii e grassi vegetali - Gruppo: olii di oliva di pressione - Prodotto: tutti

Prodotto,UdMKey,Mese,SettimanaPerMese,PrezzoMedioPerUdM13,Textbox291,Piazza__Comune,UdMKey6,PrezzoMedioPerUdM14,Textbox293,Varieta,UdMKey7,PrezzoMedioPerUdM15,Textbox292,Varieta1,UdMKey8,PrezzoMedioPerUdM16,Textbox294,Varieta2,UdMKey9,PrezzoMedioPerUdM17,Textbox295
Olio Dop,,nov,IV,,,CATANIA-ENNA-MESSINA,€/kg,"13,30","12,37",Monte Etna,€/kg,"13,30","12,37",,,,,,,,
Olio Dop,,dic,I,,,CATANIA-ENNA-MESSINA,€/kg,"13,30","12,37",Monte Etna,€/kg,"13,30","12,37",,,,,,,,
Olio Dop,,dic,II,,,CATANIA-ENNA-MESSINA,€/kg,"13,30","12,37",Monte Etna,€/kg,"13,30","12,37",,,,,,,,
Olio Dop,,dic,III,,,CATANIA-ENNA-MESSINA,€/kg,"13,40","12,37",Monte Etna,€/kg,"13,40","12,37",,,,,,,,
Olio Dop,,dic,IV,,,CATANIA-ENNA-MESSINA,€/kg,"13,40","12,37",Monte Etna,€/kg,"13,40","12,37",,,,,,,,
Olio Dop,,gen,I,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,gen,II,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,gen,III,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,gen,IV,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,feb,I,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,feb,II,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,feb,III,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,feb,IV,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,feb,V,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,mar,I,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,mar,II,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,mar,III,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,mar,IV,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,apr,I,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,apr,II,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,apr,III,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,apr,IV,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,mag,I,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,mag,II,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,mag,III,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,mag,IV,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,mag,V,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,giu,I,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,giu,II,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,giu,III,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,giu,IV,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,lug,I,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,lug,II,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,lug,III,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,lug,IV,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,ago,I,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,ago,II,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,ago,III,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,ago,IV,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,ago,V,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,set,I,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,set,II,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,set,III,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,set,IV,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,ott,I,,,PALERMO,€/kg,"9,40","9,52",Val Di Mazara,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,ott,II,,,PALERMO,€/kg,"9,50","9,52",Val Di Mazara,€/kg,"9,50","9,52",,,,,,,,
Olio Dop,,ott,III,,,PALERMO,€/kg,"9,50","9,52",Val Di Mazara,€/kg,"9,50","9,52",,,,,,,,
Olio Dop,,ott,IV,,,PALERMO,€/kg,"9,75","9,52",Val Di Mazara,€/kg,"9,75","9,52",,,,,,,,
Olio Dop,,ott,V,,,PALERMO,€/kg,"9,90","9,52",Val Di Mazara,€/kg,"9,90","9,52",,,,,,,,
Olio Dop,,nov,I,,,PALERMO,€/kg,"9,90","9,52",Val Di Mazara,€/kg,"9,90","9,52",,,,,,,,
Olio Dop,,nov,II,,,PALERMO,€/kg,"9,90","9,52",Val Di Mazara,€/kg,"9,90","9,52",,,,,,,,
Olio Dop,,nov,III,,,PALERMO,€/kg,"9,90","9,52",Val Di Mazara,€/kg,"9,90","9,52",,,,,,,,
Olio Dop,,nov,IV,,,PALERMO,€/kg,"9,90","9,52",Val Di Mazara,€/kg,"9,90","9,52",,,,,,,,
Olio Dop,,dic,I,,,PALERMO,€/kg,"9,90","9,52",Val Di Mazara,€/kg,"9,90","9,52",,,,,,,,
Olio Dop,,dic,II,,,PALERMO,€/kg,"10,23","9,52",Val Di Mazara,€/kg,"10,23","9,52",,,,,,,,
Olio Dop,,dic,III,,,PALERMO,€/kg,"10,23","9,52",Val Di Mazara,€/kg,"10,23","9,52",,,,,,,,
Olio Dop,,dic,IV,,,PALERMO,€/kg,"10,23","9,52",Val Di Mazara,€/kg,"10,23","9,52",,,,,,,,
Olio Dop,,gen,I,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,gen,II,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,gen,III,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,gen,IV,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,feb,I,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,feb,II,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,feb,III,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,feb,IV,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,feb,V,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,mar,I,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,mar,II,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,mar,III,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,mar,IV,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,apr,I,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,apr,II,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,apr,III,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,apr,IV,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,mag,I,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,mag,II,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,mag,III,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,mag,IV,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,mag,V,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,giu,I,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,giu,II,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,giu,III,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,giu,IV,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,lug,I,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,lug,II,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,lug,III,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,lug,IV,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,ago,I,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,ago,II,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,ago,III,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,ago,IV,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,ago,V,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,set,I,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,set,II,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,set,III,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,set,IV,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,ott,I,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,ott,II,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,ott,III,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,ott,IV,,,RAGUSA,€/kg,"11,50","11,67",Monti Iblei,€/kg,"11,50","11,67",,,,,,,,
Olio Dop,,ott,V,,,RAGUSA,€/kg,"12,50","11,67",Monti Iblei,€/kg,"12,50","11,67",,,,,,,,
Olio Dop,,nov,I,,,RAGUSA,€/kg,"12,50","11,67",Monti Iblei,€/kg,"12,50","11,67",,,,,,,,
Olio Dop,,nov,II,,,RAGUSA,€/kg,"12,50","11,67",Monti Iblei,€/kg,"12,50","11,67",,,,,,,,
Olio Dop,,nov,III,,,RAGUSA,€/kg,"12,50","11,67",Monti Iblei,€/kg,"12,50","11,67",,,,,,,,
Olio Dop,,nov,IV,,,RAGUSA,€/kg,"12,50","11,67",Monti Iblei,€/kg,"12,50","11,67",,,,,,,,
Olio Dop,,dic,I,,,RAGUSA,€/kg,"12,50","11,67",Monti Iblei,€/kg,"12,50","11,67",,,,,,,,
Olio Dop,,dic,II,,,RAGUSA,€/kg,"12,50","11,67",Monti Iblei,€/kg,"12,50","11,67",,,,,,,,
Olio Dop,,dic,III,,,RAGUSA,€/kg,"12,50","11,67",Monti Iblei,€/kg,"12,50","11,67",,,,,,,,
Olio Dop,,dic,IV,,,RAGUSA,€/kg,"12,50","11,67",Monti Iblei,€/kg,"12,50","11,67",,,,,,,,
Olio Dop,,gen,I,,,TRAPANI,€/kg,"9,20","9,37",Valli Trapanesi,€/kg,"9,20","9,37",,,,,,,,
Olio Dop,,gen,II,,,TRAPANI,€/kg,"9,20","9,37",Valli Trapanesi,€/kg,"9,20","9,37",,,,,,,,
Olio Dop,,gen,III,,,TRAPANI,€/kg,"9,20","9,37",Valli Trapanesi,€/kg,"9,20","9,37",,,,,,,,
Olio Dop,,gen,IV,,,TRAPANI,€/kg,"9,20","9,37",Valli Trapanesi,€/kg,"9,20","9,37",,,,,,,,
Olio Dop,,feb,I,,,TRAPANI,€/kg,"9,20","9,37",Valli Trapanesi,€/kg,"9,20","9,37",,,,,,,,
Olio Dop,,feb,II,,,TRAPANI,€/kg,"9,20","9,37",Valli Trapanesi,€/kg,"9,20","9,37",,,,,,,,
Olio Dop,,feb,III,,,TRAPANI,€/kg,"9,20","9,37",Valli Trapanesi,€/kg,"9,20","9,37",,,,,,,,
Olio Dop,,feb,IV,,,TRAPANI,€/kg,"9,20","9,37",Valli Trapanesi,€/kg,"9,20","9,37",,,,,,,,
Olio Dop,,feb,V,,,TRAPANI,€/kg,"9,20","9,37",Valli Trapanesi,€/kg,"9,20","9,37",,,,,,,,
Olio Dop,,mar,I,,,TRAPANI,€/kg,"9,20","9,37",Valli Trapanesi,€/kg,"9,20","9,37",,,,,,,,
Olio Dop,,mar,II,,,TRAPANI,€/kg,"9,20","9,37",Valli Trapanesi,€/kg,"9,20","9,37",,,,,,,,
Olio Dop,,mar,III,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,mar,IV,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,apr,I,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,apr,II,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,apr,III,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,apr,IV,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,mag,I,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,mag,II,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,mag,III,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,mag,IV,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,mag,V,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,giu,I,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,giu,II,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,giu,III,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,giu,IV,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,lug,I,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,lug,II,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,lug,III,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,lug,IV,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,ago,I,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,ago,II,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,ago,III,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,ago,IV,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,ago,V,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,set,I,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,set,II,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,set,III,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,set,IV,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,ott,I,,,TRAPANI,€/kg,"9,25","9,37",Valli Trapanesi,€/kg,"9,25","9,37",,,,,,,,
Olio Dop,,ott,II,,,TRAPANI,€/kg,"9,45","9,37",Valli Trapanesi,€/kg,"9,45","9,37",,,,,,,,
Olio Dop,,ott,III,,,TRAPANI,€/kg,"9,45","9,37",Valli Trapanesi,€/kg,"9,45","9,37",,,,,,,,
Olio Dop,,ott,IV,,,TRAPANI,€/kg,"9,70","9,37",Valli Trapanesi,€/kg,"9,70","9,37",,,,,,,,
Olio Dop,,ott,V,,,TRAPANI,€/kg,"9,90","9,37",Valli Trapanesi,€/kg,"9,90","9,37",,,,,,,,
Olio Dop,,nov,I,,,TRAPANI,€/kg,"9,90","9,37",Valli Trapanesi,€/kg,"9,90","9,37",,,,,,,,
Olio Dop,,nov,II,,,TRAPANI,€/kg,"9,90","9,37",Valli Trapanesi,€/kg,"9,90","9,37",,,,,,,,
Olio Dop,,nov,III,,,TRAPANI,€/kg,"9,90","9,37",Valli Trapanesi,€/kg,"9,90","9,37",,,,,,,,
Olio Dop,,nov,IV,,,TRAPANI,€/kg,"9,90","9,37",Valli Trapanesi,€/kg,"9,90","9,37",,,,,,,,
Olio Dop,,dic,I,,,TRAPANI,€/kg,"9,90","9,37",Valli Trapanesi,€/kg,"9,90","9,37",,,,,,,,
Olio Dop,,dic,II,,,TRAPANI,€/kg,"9,90","9,37",Valli Trapanesi,€/kg,"9,90","9,37",,,,,,,,
Olio Dop,,dic,III,,,TRAPANI,€/kg,"9,90","9,37",Valli Trapanesi,€/kg,"9,90","9,37",,,,,,,,
Olio Dop,,dic,IV,,,TRAPANI,€/kg,"9,90","9,37",Valli Trapanesi,€/kg,"9,90","9,37",,,,,,,,
Olio Dop,,gen,I,,,RAVENNA,€/kg,"24,50","24,37",Brisighella,€/kg,"24,50","24,37",,,,,,,,
Olio Dop,,gen,II,,,RAVENNA,€/kg,"24,50","24,37",Brisighella,€/kg,"24,50","24,37",,,,,,,,
Olio Dop,,gen,III,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,gen,IV,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,feb,I,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,feb,II,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,feb,III,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,feb,IV,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,feb,V,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,mar,I,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,mar,II,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,mar,III,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,mar,IV,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,apr,I,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,apr,II,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,apr,III,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,apr,IV,,,RAVENNA,€/kg,"25,50","24,37",Brisighella,€/kg,"25,50","24,37",,,,,,,,
Olio Dop,,mag,I,,,RAVENNA,€/kg,"25,50","24,37",Brisighella,€/kg,"25,50","24,37",,,,,,,,
Olio Dop,,mag,II,,,RAVENNA,€/kg,"25,50","24,37",Brisighella,€/kg,"25,50","24,37",,,,,,,,
Olio Dop,,mag,III,,,RAVENNA,€/kg,"25,50","24,37",Brisighella,€/kg,"25,50","24,37",,,,,,,,
Olio Dop,,mag,IV,,,RAVENNA,€/kg,"25,50","24,37",Brisighella,€/kg,"25,50","24,37",,,,,,,,
Olio Dop,,mag,V,,,RAVENNA,€/kg,"25,50","24,37",Brisighella,€/kg,"25,50","24,37",,,,,,,,
Olio Dop,,giu,I,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,giu,II,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,giu,III,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,giu,IV,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,lug,I,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,lug,II,,,RAVENNA,€/kg,"25,50","24,37",Brisighella,€/kg,"25,50","24,37",,,,,,,,
Olio Dop,,lug,III,,,RAVENNA,€/kg,"25,50","24,37",Brisighella,€/kg,"25,50","24,37",,,,,,,,
Olio Dop,,lug,IV,,,RAVENNA,€/kg,"25,50","24,37",Brisighella,€/kg,"25,50","24,37",,,,,,,,
Olio Dop,,ago,I,,,RAVENNA,€/kg,"25,50","24,37",Brisighella,€/kg,"25,50","24,37",,,,,,,,
Olio Dop,,ago,II,,,RAVENNA,€/kg,"25,50","24,37",Brisighella,€/kg,"25,50","24,37",,,,,,,,
Olio Dop,,ago,III,,,RAVENNA,€/kg,"25,50","24,37",Brisighella,€/kg,"25,50","24,37",,,,,,,,
Olio Dop,,ago,IV,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,ago,V,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,set,I,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,set,II,,,RAVENNA,€/kg,"25,00","24,37",Brisighella,€/kg,"25,00","24,37",,,,,,,,
Olio Dop,,set,III,,,RAVENNA,€/kg,"24,00","24,37",Brisighella,€/kg,"24,00","24,37",,,,,,,,
Olio Dop,,set,IV,,,RAVENNA,€/kg,"24,00","24,37",Brisighella,€/kg,"24,00","24,37",,,,,,,,
Olio Dop,,ott,I,,,RAVENNA,€/kg,"24,00","24,37",Brisighella,€/kg,"24,00","24,37",,,,,,,,
Olio Dop,,ott,II,,,RAVENNA,€/kg,"24,00","24,37",Brisighella,€/kg,"24,00","24,37",,,,,,,,
Olio Dop,,ott,III,,,RAVENNA,€/kg,"23,50","24,37",Brisighella,€/kg,"23,50","24,37",,,,,,,,
Olio Dop,,ott,IV,,,RAVENNA,€/kg,"23,00","24,37",Brisighella,€/kg,"23,00","24,37",,,,,,,,
Olio Dop,,ott,V,,,RAVENNA,€/kg,"22,50","24,37",Brisighella,€/kg,"22,50","24,37",,,,,,,,
Olio Dop,,nov,I,,,RAVENNA,€/kg,"22,50","24,37",Brisighella,€/kg,"22,50","24,37",,,,,,,,
